              35 28
              28 8
              8 44
              ;
set F[174] := 15 31
              31 34
              34 30
              30 10
              10 46
              ;
set F[175] := 15 31
              31 34
              34 30
              30 12
              12 48
              ;
set F[176] := 15 32
              32 13
              13 49
              ;
set F[177] := 15 32
              32 13
              13 33
              33 14
              14 50
              ;
set F[178] := 15 31
              31 34
              34 30
              30 16
              16 52
              ;
set F[179] := 15 31
              31 34
              34 30
              30 17
              17 53
              ;
set F[180] := 15 32
              32 13
              13 33
              33 35
              35 28
              28 19
              19 55
              ;
set F[181] := 15 32
              32 13
              13 33
              33 35
              35 28
              28 21
              21 57
              ;
set F[182] := 15 31
              31 34
              34 30
              30 22
              22 58
              ;
set F[183] := 15 31
              31 34
              34 30
              30 23
              23 59
              ;
set F[184] := 15 32
              32 26
              26 29
              29 25
              25 61
              ;
set F[185] := 15 32
              32 26
              26 62
              ;
set F[186] := 15 32
              32 13
              13 33
              33 14
              14 27
              27 63
              ;
set F[187] := 15 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[188] := 15 31
              31 34
              34 30
              30 66
              ;
set F[189] := 15 31
              31 67
              ;
set F[190] := 15 32
              32 68
              ;
set F[191] := 15 32
              32 13
              13 33
              33 69
              ;
set F[192] := 15 31
              31 34
              34 70
              ;
set F[193] := 15 32
              32 13
              13 33
              33 35
              35 71
              ;
set F[194] := 16 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[195] := 17 30
              30 34
              34 31
              31 15
              15 1
              1 37
              ;
set F[196] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 8
              8 44
              ;
set F[197] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 49
              ;
set F[198] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 14
              14 50
              ;
set F[199] := 17 30
              30 34
              34 31
              31 15
              15 51
              ;
set F[200] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 19
              19 55
              ;
set F[201] := 17 30
              30 23
              23 59
              ;
set F[202] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 26
              26 29
              29 25
              25 61
              ;
set F[203] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 26
              26 62
              ;
set F[204] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[205] := 17 30
              30 66
              ;
set F[206] := 17 30
              30 34
              34 31
              31 67
              ;
set F[207] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 68
              ;
set F[208] := 17 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 69
              ;
set F[209] := 17 30
              30 34
              34 70
              ;
set F[210] := 18 28
              28 35
              35 33
              33 13
              13 49
              ;
set F[211] := 18 28
              28 35
              35 33
              33 14
              14 50
              ;
set F[212] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 51
              ;
set F[213] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 17
              17 53
              ;
set F[214] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 26
              26 62
              ;
set F[215] := 18 28
              28 64
              ;
set F[216] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 66
              ;
set F[217] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 67
              ;
set F[218] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 68
              ;
set F[219] := 18 28
              28 35
              35 33
              33 69
              ;
set F[220] := 18 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 70
              ;
set F[221] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 1
              1 37
              ;
set F[222] := 19 28
              28 8
              8 44
              ;
set F[223] := 19 28
              28 35
              35 33
              33 13
              13 49
              ;
set F[224] := 19 28
              28 35
              35 33
              33 14
              14 50
              ;
set F[225] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 51
              ;
set F[226] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 17
              17 53
              ;
set F[227] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 23
              23 59
              ;
set F[228] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 26
              26 29
              29 25
              25 61
              ;
set F[229] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 26
              26 62
              ;
set F[230] := 19 28
              28 64
              ;
set F[231] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 66
              ;
set F[232] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 67
              ;
set F[233] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 68
              ;
set F[234] := 19 28
              28 35
              35 33
              33 69
              ;
set F[235] := 19 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 70
              ;
set F[236] := 21 28
              28 35
              35 33
              33 13
              13 49
              ;
set F[237] := 21 28
              28 64
              ;
set F[238] := 21 28
              28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 67
              ;
set F[239] := 22 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[240] := 23 30
              30 34
              34 31
              31 15
              15 1
              1 37
              ;
set F[241] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 14
              14 7
              7 43
              ;
set F[242] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 8
              8 44
              ;
set F[243] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 49
              ;
set F[244] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 14
              14 50
              ;
set F[245] := 23 30
              30 34
              34 31
              31 15
              15 51
              ;
set F[246] := 23 30
              30 17
              17 53
              ;
set F[247] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 19
              19 55
              ;
set F[248] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 21
              21 57
              ;
set F[249] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 26
              26 29
              29 25
              25 61
              ;
set F[250] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 26
              26 62
              ;
set F[251] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 14
              14 27
              27 63
              ;
set F[252] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[253] := 23 30
              30 66
              ;
set F[254] := 23 30
              30 34
              34 31
              31 67
              ;
set F[255] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 68
              ;
set F[256] := 23 30
              30 34
              34 31
              31 15
              15 32
              32 13
              13 33
              33 69
              ;
set F[257] := 23 30
              30 34
              34 70
              ;
set F[258] := 25 29
              29 26
              26 32
              32 15
              15 1
              1 37
              ;
set F[259] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 35
              35 28
              28 8
              8 44
              ;
set F[260] := 25 29
              29 26
              26 32
              32 13
              13 49
              ;
set F[261] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 14
              14 50
              ;
set F[262] := 25 29
              29 26
              26 32
              32 15
              15 51
              ;
set F[263] := 25 29
              29 26
              26 32
              32 15
              15 31
              31 34
              34 30
              30 17
              17 53
              ;
set F[264] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 35
              35 28
              28 19
              19 55
              ;
set F[265] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 35
              35 28
              28 21
              21 57
              ;
set F[266] := 25 29
              29 26
              26 32
              32 15
              15 31
              31 34
              34 30
              30 23
              23 59
              ;
set F[267] := 25 29
              29 26
              26 62
              ;
set F[268] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 14
              14 27
              27 63
              ;
set F[269] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[270] := 25 29
              29 26
              26 32
              32 15
              15 31
              31 34
              34 30
              30 66
              ;
set F[271] := 25 29
              29 26
              26 32
              32 15
              15 31
              31 67
              ;
set F[272] := 25 29
              29 26
              26 32
              32 68
              ;
set F[273] := 25 29
              29 26
              26 32
              32 13
              13 33
              33 69
              ;
set F[274] := 25 29
              29 26
              26 32
              32 15
              15 31
              31 34
              34 70
              ;
set F[275] := 26 32
              32 13
              13 49
              ;
set F[276] := 26 32
              32 13
              13 33
              33 14
              14 50
              ;
set F[277] := 26 32
              32 15
              15 51
              ;
set F[278] := 26 32
              32 13
              13 33
              33 35
              35 28
              28 64
              ;
set F[279] := 26 32
              32 15
              15 31
              31 67
              ;
set F[280] := 26 32
              32 68
              ;
set F[281] := 26 32
              32 13
              13 33
              33 69
              ;
set F[282] := 26 32
              32 15
              15 31
              31 34
              34 70
              ;
set F[283] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 1
              1 37
              ;
set F[284] := 28 35
              35 33
              33 13
              13 3
              3 39
              ;
set F[285] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 4
              4 40
              ;
set F[286] := 28 5
              5 41
              ;
set F[287] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 6
              6 42
              ;
set F[288] := 28 35
              35 33
              33 14
              14 7
              7 43
              ;
set F[289] := 28 8
              8 44
              ;
set F[290] := 28 9
              9 45
              ;
set F[291] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 10
              10 46
              ;
set F[292] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 11
              11 47
              ;
set F[293] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 12
              12 48
              ;
set F[294] := 28 35
              35 33
              33 13
              13 49
              ;
set F[295] := 28 35
              35 33
              33 14
              14 50
              ;
set F[296] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 51
              ;
set F[297] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 16
              16 52
              ;
set F[298] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 17
              17 53
              ;
set F[299] := 28 19
              19 55
              ;
set F[300] := 28 20
              20 56
              ;
set F[301] := 28 21
              21 57
              ;
set F[302] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 22
              22 58
              ;
set F[303] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 23
              23 59
              ;
set F[304] := 28 35
              35 33
              33 13
              13 32
              32 26
              26 29
              29 24
              24 60
              ;
set F[305] := 28 35
              35 33
              33 13
              13 32
              32 26
              26 29
              29 25
              25 61
              ;
set F[306] := 28 35
              35 33
              33 13
              13 32
              32 26
              26 62
              ;
set F[307] := 28 35
              35 33
              33 14
              14 27
              27 63
              ;
set F[308] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 30
              30 66
              ;
set F[309] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 67
              ;
set F[310] := 28 35
              35 33
              33 13
              13 32
              32 68
              ;
set F[311] := 28 35
              35 33
              33 69
              ;
set F[312] := 28 35
              35 33
              33 13
              13 32
              32 15
              15 31
              31 34
              34 70
              ;
set F[313] := 28 35
              35 71
              ;
set F[314] := 29 26
              26 32
              32 15
              15 1
              1 37
              ;
set F[315] := 29 26
              26 32
              32 13
              13 33
              33 14
              14 7
              7 43
              ;
set F[316] := 29 26
              26 32
              32 13
